horizon_s,variant,feature_set,model,folds,test_rows_total,accuracy_evaluable_folds,accuracy_mean,accuracy_sd,macro_f1_evaluable_folds,macro_f1_mean,macro_f1_sd,precision_evaluable_folds,precision_mean,precision_sd,recall_evaluable_folds,recall_mean,recall_sd,f1_positive_evaluable_folds,f1_positive_mean,f1_positive_sd,roc_auc_evaluable_folds,roc_auc_mean,roc_auc_sd,pr_auc_evaluable_folds,pr_auc_mean,pr_auc_sd,brier_evaluable_folds,brier_mean,brier_sd,positive_rate_evaluable_folds,positive_rate_mean,positive_rate_sd
10,recorded_route_only,full_graph,LogisticRegression,2,817,2,1.0,0.0,2,0.5,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0,,,0,,,2,0.0002270371922971951,0.00020591856385961297,2,0.0,0.0
10,recorded_route_only,full_graph,RandomForest,2,817,2,1.0,0.0,2,0.5,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0,,,0,,,2,4.0385215785600297e-07,2.614597649493613e-07,2,0.0,0.0
20,all_sessions,engineering_baseline,AlwaysNegative,5,4644,5,0.8918319807093145,0.13100466382634274,5,0.4693040486071248,0.03807282062869405,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,3,0.5,0.0,3,0.18028003215114263,0.12175348000388295,5,0.10816801929068558,0.13100466382634274,5,0.10816801929068558,0.13100466382634274
20,all_sessions,engineering_baseline,PersistenceH0,5,4644,5,0.8918319807093145,0.13100466382634274,5,0.4693040486071248,0.03807282062869405,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,3,0.5,0.0,3,0.18028003215114263,0.12175348000388295,5,0.10816801929068558,0.13100466382634274,5,0.10816801929068558,0.13100466382634274
20,all_sessions,euclidean_only,ExtraTrees,5,4644,5,0.8764583237027187,0.07503364140137898,5,0.58969172590176,0.1087471192021012,5,0.33488929420553093,0.3904834322072585,5,0.26665784045230567,0.27099332497550976,5,0.25174382722279864,0.2569619002308469,3,0.857022666908999,0.034051443731576245,3,0.4949275017005899,0.23766774327515436,5,0.1010030657527888,0.05975677294611121,5,0.10816801929068558,0.13100466382634274
20,all_sessions,euclidean_only,HistGradientBoosting,5,4644,5,0.8986930167484612,0.09431367231316838,5,0.5758028713257429,0.10213921667180238,5,0.38190316453632456,0.4352777376325281,5,0.2328954270122508,0.28983472926975096,5,0.21139626274005785,0.24890513361648953,3,0.8238606244095307,0.07606306839913293,3,0.5972377035177517,0.06190280997860971,5,0.08251139984504602,0.08139448774526767,5,0.10816801929068558,0.13100466382634274
20,all_sessions,euclidean_only,LogisticRegression,5,4644,5,0.595356363129198,0.2974872071066723,5,0.42872265996691866,0.21935027130641888,5,0.2952664312039312,0.3540405675119387,5,0.24463618344403928,0.3788765699390167,5,0.15959816105129968,0.19648905063794928,3,0.833812263592622,0.06357838515373504,3,0.4612209404057978,0.17685387580370196,5,0.13782083951270258,0.06090000243357491,5,0.10816801929068558,0.13100466382634274
20,all_sessions,euclidean_only,RandomForest,5,4644,5,0.9056570866136987,0.0871207593255887,5,0.6051072216612244,0.1215638976674527,5,0.3327259182854851,0.3736849634556282,5,0.2901885279387511,0.3113151304191682,5,0.2671788885847249,0.2898553785253083,3,0.8476013829358235,0.05989129276049138,3,0.5477791993438194,0.131523958567393,5,0.08401609319897037,0.06853621542605641,5,0.10816801929068558,0.13100466382634274
20,all_sessions,full_graph,ExtraTrees,5,4644,5,0.8283162225316495,0.10548654327368222,5,0.5813286650935234,0.1342301533864409,5,0.31908549783549783,0.3715124612470074,5,0.36296898720451093,0.4217962866002408,5,0.26606415365821434,0.2766440037601572,3,0.8494793039139897,0.05577259383927057,3,0.48064147582418165,0.21508198474149987,5,0.09973405294776157,0.0632665464749193,5,0.10816801929068558,0.13100466382634274
20,all_sessions,full_graph,HistGradientBoosting,5,4644,5,0.9002314754346973,0.09255876497912466,5,0.6003332436914685,0.09766789858815941,5,0.3902409976180468,0.4375465156180872,5,0.30415765131914074,0.3596459437285792,5,0.26029995637533776,0.25160117847787605,3,0.8418994599687372,0.07322495367248001,3,0.5687817204856519,0.11364269170589412,5,0.08064837254896728,0.07706649553706296,5,0.10816801929068558,0.13100466382634274
20,all_sessions,full_graph,LogisticRegression,5,4644,5,0.6595743638429677,0.19945225936273855,5,0.5037934855102418,0.18920840332292613,5,0.25154369124945974,0.28969382401493665,5,0.31059713122815513,0.3323955868808122,5,0.23660638779193457,0.2506327168433928,3,0.7947397166098321,0.0697024723449467,3,0.38845104188673557,0.19711234694577498,5,0.12161557388394832,0.05147672936646273,5,0.10816801929068558,0.13100466382634274
20,all_sessions,full_graph,RandomForest,5,4644,5,0.8963685412322832,0.0948138824743728,5,0.5922394014914579,0.10463368644902621,5,0.33506453029594685,0.38783155058578395,5,0.27780207088206665,0.30848727358625777,5,0.2463581495609965,0.25971170964221946,3,0.8550980295200651,0.04327398452507794,3,0.5158285957275854,0.20707368845249935,5,0.08230244743560369,0.07627855786837126,5,0.10816801929068558,0.13100466382634274
20,all_sessions,full_graph_no_soc,ExtraTrees,5,4644,5,0.8385245023693862,0.09896628767572646,5,0.5977509330032971,0.13737920276606055,5,0.3371641791044776,0.38493445904331086,5,0.38240078074170464,0.414172552592757,5,0.292480129160457,0.2851730781406128,3,0.8419794603602969,0.05187177649621592,3,0.4773599261769417,0.24596763594597398,5,0.10618492235397721,0.06273180033533576,5,0.10816801929068558,0.13100466382634274
